alcohol_pct,brand,container_type,hierarchy_subtype,hierarchy_type,name,price,short_pack_size,short_pack_size_num,short_volume,standard vol,supplier_id,type,total oz,cost per oz,oz of alcohol per dollar
5.20,Newcastle,BOTTLE,,,Newcastle Seasonal,13.98,6 pack,6,12oz,12,210,,72,0.19,0.27
5.20,New Belgium,BOTTLE,amber ale,domestic,New Belgium Fat Tire Amber Ale,13.99,6 pack,6,12oz,12,849,domestic,72,0.19,0.27
5.20,Coney Island,BOTTLE,pilsner,domestic,Coney Island Mermaid Pilsner,13.99,6 pack,6,12oz,12,229,domestic,72,0.19,0.27
5.20,Sierra Nevada,CAN,pilsner,domestic,Sierra Nevada Nooner Pilsner,13.99,6 pack,6,12oz,12,229,domestic,72,0.19,0.27
5.20,Shock Top,BOTTLE,fruit,domestic,Shock Top Honey Crisp Apple Wheat,27.99,12 pack,12,12oz,12,210,domestic,144,0.19,0.27
4.90,SixPoint,CAN,lager,domestic,Sixpoint Alpenflo Helles Lager,13.19,6 pack,6,12oz,12,809,domestic,72,0.18,0.27
5.90,Kronenbourg,BOTTLE,lager,imported,Kronenbourg 1664,15.89,6 pack,6,12oz,12,210,imported,72,0.22,0.27
5.00,Twisted Tea,CAN,,flavored,Twisted Tea,4.49,1,1,24oz,24,536,flavored,24,0.19,0.27
6.30,Bronx Brewery,CAN,american pale ale,domestic,Bronx Brewery American Pale Ale,16.99,6 pack,6,12oz,12,536,domestic,72,0.24,0.27
6.00,Sierra Nevada,BOTTLE,seasonal,domestic,Sierra Nevada Oktoberfest,16.19,6 pack,6,12oz,12,210,domestic,72,0.22,0.27
6.00,Original Sin,CAN,,cider,Original Sin Dry Rosé Cider,16.19,6 pack,6,12oz,12,809,cider,72,0.22,0.27
5.00,Stella Artois,BOTTLE,lager,imported,Stella Artois,25.19,12 pack,12,11.2oz,11.2,536,imported,134.4,0.19,0.27
5.00,Grolsch,BOTTLE,lager,imported,Grolsch Premium Lager,26.99,12 pack,12,12oz,12,210,imported,144,0.19,0.27
5.00,Kirin Ichiban,CAN,lager,imported,Kirin Ichiban,26.99,6 pack,6,24oz,24,210,imported,144,0.19,0.27
5.00,Woodchuck,BOTTLE,,cider,Woodchuck Amber Cider,26.99,12 pack,12,12oz,12,210,cider,144,0.19,0.27
5.00,Woodchuck,BOTTLE,,cider,Woodchuck Granny Smith Cider,26.99,12 pack,12,12oz,12,210,cider,144,0.19,0.27
5.00,,BOTTLE,,,Moody Tongue Brewing Company Smoked Applewood Gold,53.99,24 pack,24,12oz,12,698,,288,0.19,0.27
4.70,Red Stripe,BOTTLE,lager,imported,Red Stripe Jamaica Lager,47.42,24 pack,24,11.2oz,11.2,210,imported,268.8,0.18,0.27
4.80,Pacifico,BOTTLE,,imported,Pacifico Clara,12.99,6 pack,6,12oz,12,849,imported,72,0.18,0.27
7.00,Ballast Point,CAN,IPA,domestic,Ballast Point Sculpin IPA,18.95,6 pack,6,12oz,12,210,domestic,72,0.26,0.27
7.00,Ballast Point,CAN,IPA,domestic,Ballast Point Grapefruit Sculpin IPA,18.95,6 pack,6,12oz,12,210,domestic,72,0.26,0.27
5.90,Kronenbourg,BOTTLE,lager,imported,Kronenbourg 1664,15.99,6 pack,6,12oz,12,536,imported,72,0.22,0.27
5.90,Harpoon,BOTTLE,IPA,domestic,Harpoon IPA,15.99,6 pack,6,12oz,12,536,domestic,72,0.22,0.27
5.90,Harpoon,BOTTLE,IPA,domestic,Harpoon IPA,15.99,6 pack,6,12oz,12,536,domestic,72,0.22,0.27
5.90,Anchor,BOTTLE,pale ale,domestic,Anchor Liberty Ale,15.99,6 pack,6,12oz,12,536,domestic,72,0.22,0.27
5.90,Sierra Nevada,BOTTLE,IPA,domestic,Sierra Nevada Golden IPA,15.99,6 pack,6,12oz,12,229,domestic,72,0.22,0.27
4.50,Tecate,CAN,pale lager,imported,Tecate,60.99,30 pack,30,12oz,12,536,imported,360,0.17,0.27
5.90,Small Town,BOTTLE,,domestic,Not Your Father's Root Beer,63.99,24 pack,24,12oz,12,210,domestic,288,0.22,0.27
5.10,Peroni,CAN,ale,imported,Peroni Nastro Azzurro,12.99,4 pack,4,16.9oz,16.9,536,imported,67.6,0.19,0.27
7.00,Ballast Point,BOTTLE,IPA,domestic,Ballast Point Grapefruit Sculpin IPA,18.99,6 pack,6,12oz,12,229,domestic,72,0.26,0.27
5.30,Victory Brewing Company,BOTTLE,pilsner,domestic,Victory Prima Pils,14.39,6 pack,6,12oz,12,809,domestic,72,0.20,0.27
4.60,Kona,CAN,pale lager,domestic,Kona Longboard Island Lager,12.49,6 pack,6,12oz,12,849,domestic,72,0.17,0.27
5.00,Stella Artois,BOTTLE,lager,imported,Stella Artois,50.69,24 pack,24,11.2oz,11.2,536,imported,268.8,0.19,0.27
4.60,Corona,BOTTLE,lager,imported,Corona Extra,24.99,12 pack,12,12oz,12,229,imported,144,0.17,0.27
4.50,Tecate,BOTTLE,pale lager,imported,Tecate,48.93,24 pack,24,12oz,12,210,imported,288,0.17,0.26
5.40,SixPoint,CAN,lager,domestic,Sixpoint The Crisp,14.68,6 pack,6,12oz,12,210,domestic,72,0.20,0.26
5.40,Blue Moon,BOTTLE,wheat,domestic,Blue Moon Belgian White,14.69,6 pack,6,12oz,12,536,domestic,72,0.20,0.26
5.40,SixPoint,CAN,lager,domestic,Sixpoint The Crisp,14.69,6 pack,6,12oz,12,536,domestic,72,0.20,0.26
4.40,Modelo Especial,BOTTLE,,imported,Modelo Especial,11.98,6 pack,6,12oz,12,536,imported,72,0.17,0.26
4.40,Modelo Especial,CAN,,imported,Modelo Especial,11.99,6 pack,6,12oz,12,229,imported,72,0.17,0.26
5.50,Blue Point Brewing Company,BOTTLE,lager,domestic,Blue Point Toasted Lager,14.99,6 pack,6,12oz,12,229,domestic,72,0.21,0.26
5.50,Paulaner,BOTTLE,,imported,Paulaner Hefe-Weizen,14.99,6 pack,6,12oz,12,849,imported,72,0.21,0.26
5.50,Brooklyn Brewery,BOTTLE,IPA,domestic,Brooklyn Defender IPA,14.99,6 pack,6,12oz,12,849,domestic,72,0.21,0.26
5.50,Kelso,BOTTLE,pilsner,domestic,Kelso Pilsner,14.99,6 pack,6,12oz,12,849,domestic,72,0.21,0.26
5.50,Kelso,CAN,pilsner,domestic,Kelso Pilsner,14.99,6 pack,6,12oz,12,229,domestic,72,0.21,0.26
4.40,Modelo Especial,CAN,,imported,Modelo Especial,23.99,12 pack,12,12oz,12,849,imported,144,0.17,0.26
5.50,Angry Orchard,BOTTLE,,cider,Angry Orchard Stone Dry,29.99,12 pack,12,12oz,12,210,cider,144,0.21,0.26
5.50,Brooklyn Brewery,BOTTLE,seasonal,domestic,Brooklyn Variety Pack,29.99,12 pack,12,12oz,12,536,domestic,144,0.21,0.26
5.00,Stella Artois,CAN,lager,imported,Stella Artois,50.98,24 pack,24,11.2oz,11.2,536,imported,268.8,0.19,0.26
4.75,Samuel Adams,BOTTLE,lager,domestic,Samuel Adams Boston Lager,12.98,6 pack,6,12oz,12,210,domestic,72,0.18,0.26
4.75,Samuel Adams,BOTTLE,lager,domestic,Samuel Adams Boston Lager,12.99,6 pack,6,12oz,12,849,domestic,72,0.18,0.26
5.70,Stone Brewing Co.,CAN,american pale ale,domestic,Stone Brewery Stone Ripper,15.59,6 pack,6,12oz,12,809,domestic,72,0.22,0.26
5.10,Peroni,BOTTLE,ale,imported,Peroni Nastro Azzurro,55.85,24 pack,24,12oz,12,210,imported,288,0.19,0.26
8.20,,CAN,,,Monkless Belgian Ales Peppercorn Imperial Wit,4.99,1,1,16oz,16,698,,16,0.31,0.26
6.20,Troegs,BOTTLE,,,Troegs Hop Knife Harvest Ale,16.99,6 pack,6,12oz,12,229,,72,0.24,0.26
5.10,Magic Hat,BOTTLE,pale ale,domestic,Magic Hat #9,13.98,6 pack,6,12oz,12,210,domestic,72,0.19,0.26
5.10,Magic Hat,BOTTLE,pale ale,domestic,Magic Hat #9,13.99,6 pack,6,12oz,12,849,domestic,72,0.19,0.26
5.10,Magic Hat,CAN,pale ale,domestic,Magic Hat #9,27.99,12 pack,12,12oz,12,210,domestic,144,0.19,0.26
6.00,Left Hand,BOTTLE,porter and stout,domestic,Left Hand Milk Stout Nitro,16.49,6 pack,6,12oz,12,210,domestic,72,0.23,0.26
5.00,Woodchuck,BOTTLE,,cider,Woodchuck Amber Cider,54.99,24 pack,24,12oz,12,210,cider,288,0.19,0.26
5.00,Woodchuck,BOTTLE,,cider,Woodchuck Granny Smith Cider,54.99,24 pack,24,12oz,12,210,cider,288,0.19,0.26
5.90,Small Town,BOTTLE,,domestic,Not Your Father's Root Beer,32.49,12 pack,12,12oz,12,210,domestic,144,0.23,0.26
4.90,Bira 91,BOTTLE,lager,imported,Bira 91 Blonde,26.99,12 pack,12,12oz,12,698,imported,144,0.19,0.26
5.00,Mike's,CAN,fruit,domestic,Mike's Hard Cranberry Lemonade,26.99,6 pack,6,23.5oz,23.5,210,domestic,141,0.19,0.26
5.80,Bell's Brewery,BOTTLE,ale,domestic,Bell's Oberon Ale,15.99,6 pack,6,12oz,12,229,domestic,72,0.22,0.26
5.80,Bell's Brewery,BOTTLE,ale,domestic,Bell's Amber Ale,15.99,6 pack,6,12oz,12,229,domestic,72,0.22,0.26
5.80,Omission,BOTTLE,pale ale,domestic,Omission Pale Ale,15.99,6 pack,6,12oz,12,536,domestic,72,0.22,0.26
5.80,Bell's Brewery,BOTTLE,ale,domestic,Bell's Best Brown Ale,15.99,6 pack,6,12oz,12,536,domestic,72,0.22,0.26
5.80,Bell's Brewery,BOTTLE,ale,domestic,Bell's Oberon Ale,31.99,12 pack,12,12oz,12,210,domestic,144,0.22,0.26
5.80,Bell's Brewery,CAN,ale,domestic,Bell's Amber Ale,31.99,12 pack,12,12oz,12,210,domestic,144,0.22,0.26
5.80,Bell's Brewery,BOTTLE,ale,domestic,Bell's Seasonal,31.99,12 pack,12,12oz,12,210,domestic,144,0.22,0.26
5.80,Bell's Brewery,BOTTLE,ale,domestic,Bell's Oberon Ale,63.99,24 pack,24,12oz,12,210,domestic,288,0.22,0.26
5.40,Modelo Especial,BOTTLE,lager,imported,Modelo Negra,59.68,24 pack,24,12oz,12,210,imported,288,0.21,0.26
5.40,Modelo Especial,BOTTLE,lager,imported,Modelo Negra,59.69,24 pack,24,12oz,12,536,imported,288,0.21,0.26
4.70,Zero Gravity,CAN,pale ale,domestic,Zero Gravity Little Wolf Pale Ale,12.99,6 pack,6,12oz,12,849,domestic,72,0.18,0.26
5.20,SixPoint,CAN,ale,domestic,Sixpoint Sweet Action,28.76,12 pack,12,12oz,12,210,domestic,144,0.20,0.26
5.60,Whale's Tale,BOTTLE,english pale ale,domestic,Cisco Whale's Tale Pale Ale,15.49,6 pack,6,12oz,12,229,domestic,72,0.22,0.26
5.20,SixPoint,CAN,ale,domestic,Sixpoint Sweet Action,28.77,12 pack,12,12oz,12,536,domestic,144,0.20,0.26
5.00,Strongbow,CAN,,cider,Strongbow Gold Apple Cider,12.99,4 pack,4,16.9oz,16.9,536,cider,67.6,0.19,0.26
5.20,New Belgium,BOTTLE,amber ale,domestic,New Belgium Fat Tire Amber Ale,14.39,6 pack,6,12oz,12,809,domestic,72,0.20,0.26
5.20,New Belgium,BOTTLE,,imported,New Belgium Fat Tire Belgian White,14.39,6 pack,6,12oz,12,809,imported,72,0.20,0.26
5.20,SixPoint,CAN,ale,domestic,Sixpoint Sweet Action,14.39,6 pack,6,12oz,12,809,domestic,72,0.20,0.26
5.00,Austin Eastciders,CAN,,cider,Austin Eastciders Blood Orange Cider,3.69,1,1,19.2oz,19.2,849,cider,19.2,0.19,0.26
6.50,Cisco Brewers,BOTTLE,IPA,domestic,Cisco Indie IPA,17.99,6 pack,6,12oz,12,210,domestic,72,0.25,0.26
6.50,Ommegang,BOTTLE,IPA,domestic,Ommegang Nirvana IPA,17.99,6 pack,6,12oz,12,809,domestic,72,0.25,0.26
6.50,Ommegang,BOTTLE,,imported,Ommegang Rare VOS,17.99,6 pack,6,12oz,12,809,imported,72,0.25,0.26
5.80,Smirnoff Ice,BOTTLE,,flavored,Smirnoff Ice Screwdriver,14.99,6 pack,6,11.2oz,11.2,210,flavored,67.2,0.22,0.26
4.60,Corona,CAN,lager,imported,Corona Extra,50.96,24 pack,24,12oz,12,536,imported,288,0.18,0.26
5.10,Peroni,BOTTLE,ale,imported,Peroni Nastro Azzurro,13.19,6 pack,6,11.2oz,11.2,809,imported,67.2,0.20,0.26
4.60,Corona,CAN,lager,imported,Corona Extra,50.99,24 pack,24,12oz,12,210,imported,288,0.18,0.26
8.10,,CAN,,,Monkless Belgian Ales Capitulation Belgian Dry Hop Tripel,4.99,1,1,16oz,16,698,,16,0.31,0.26
4.40,Modelo Especial,CAN,,imported,Modelo Especial,4.07,1,1,24oz,24,809,imported,24,0.17,0.26
5.40,SixPoint,CAN,lager,domestic,Sixpoint The Crisp,59.94,24 pack,24,12oz,12,536,domestic,288,0.21,0.26
5.40,Modelo Especial,BOTTLE,lager,imported,Modelo Negra,29.97,12 pack,12,12oz,12,210,imported,144,0.21,0.26
5.40,SixPoint,CAN,lager,domestic,Sixpoint The Crisp,59.95,24 pack,24,12oz,12,210,domestic,288,0.21,0.26
5.40,Blue Moon,BOTTLE,wheat,domestic,Blue Moon Belgian White,14.99,6 pack,6,12oz,12,229,domestic,72,0.21,0.26
5.40,SixPoint,CAN,lager,domestic,Sixpoint The Crisp,14.99,6 pack,6,12oz,12,229,domestic,72,0.21,0.26
5.40,Modelo Especial,BOTTLE,lager,imported,Modelo Negra,14.99,6 pack,6,12oz,12,536,imported,72,0.21,0.26
5.40,Modelo Especial,BOTTLE,lager,imported,Modelo Negra,14.99,6 pack,6,12oz,12,698,imported,72,0.21,0.26
5.40,Modelo Especial,BOTTLE,lager,imported,Modelo Negra,29.98,12 pack,12,12oz,12,536,imported,144,0.21,0.26
5.40,SixPoint,CAN,,domestic,SixPoint The Crisp Pilz,14.99,6 pack,6,12oz,12,849,domestic,72,0.21,0.26
4.50,Corona,BOTTLE,light lager,imported,Corona Light,49.97,24 pack,24,12oz,12,210,imported,288,0.17,0.26
4.50,Corona,BOTTLE,light lager,imported,Corona Light,49.98,24 pack,24,12oz,12,536,imported,288,0.17,0.26
5.40,Blue Moon,BOTTLE,seasonal,domestic,Blue Moon Seasonal,29.99,12 pack,12,12oz,12,210,domestic,144,0.21,0.26
4.50,Sol,BOTTLE,lager,imported,Sol,49.99,24 pack,24,12oz,12,210,imported,288,0.17,0.26
5.40,Blue Moon,BOTTLE,seasonal,domestic,Blue Moon Seasonal,59.99,24 pack,24,12oz,12,210,domestic,288,0.21,0.26
7.00,Ballast Point,BOTTLE,IPA,domestic,Ballast Point Grapefruit Sculpin IPA,38.95,12 pack,12,12oz,12,210,domestic,144,0.27,0.26
7.00,Ballast Point,CAN,IPA,domestic,Ballast Point Grapefruit Sculpin IPA,38.95,12 pack,12,12oz,12,210,domestic,144,0.27,0.26
5.00,Kronenbourg,BOTTLE,wheat,imported,Kronenbourg Blanc,12.99,6 pack,6,11.2oz,11.2,849,imported,67.2,0.19,0.26
5.00,Stella Artois,BOTTLE,lager,imported,Stella Artois,12.99,6 pack,6,11.2oz,11.2,229,imported,67.2,0.19,0.26
5.00,Asahi,BOTTLE,ale,imported,Asahi Super Dry,27.84,12 pack,12,12oz,12,210,imported,144,0.19,0.26
5.40,Blue Moon,KEG,,kegs,Blue Moon Sixtel Keg,139.99,1,1,5.23gal,669,210,kegs,669.44,0.21,0.26
4.50,Flying Embers,CAN,,flavored,Flying Embers Ancient Berry Hard Kombucha,2.79,1,1,16oz,16,849,flavored,16,0.17,0.26
5.90,Moody Tongue,BOTTLE,IPA,domestic,Moody Tongue Sliced Nectarine IPA,10.99,4 pack,4,12oz,12,698,,48,0.23,0.26
5.00,Angry Orchard,BOTTLE,,cider,Angry Orchard Crisp Apple,13.99,6 pack,6,12oz,12,536,cider,72,0.19,0.26
5.00,Austin Eastciders,CAN,,cider,Austin Eastciders Texas Honey Cider,13.99,6 pack,6,12oz,12,229,cider,72,0.19,0.26
5.00,Heineken,BOTTLE,pale lager,imported,Heineken,13.99,6 pack,6,12oz,12,229,imported,72,0.19,0.26
5.00,Brooklyn Brewery,BOTTLE,ale,domestic,Brooklyn Summer Ale,13.99,6 pack,6,12oz,12,229,domestic,72,0.19,0.26
5.00,CERVEZA MEXICANA COLIBRE,BOTTLE,,,Cerveza Mexicana Colibre Mexican Craft Lager,13.99,6 pack,6,12oz,12,698,,72,0.19,0.26
5.00,Bell's Brewery,BOTTLE,pale lager,domestic,Bell's Lager Of The Lakes,13.99,6 pack,6,12oz,12,849,domestic,72,0.19,0.26
5.00,DuClaw Brewing Co,CAN,,,DuClaw Brewing Co. BitBeer Lager,27.99,12 pack,12,12oz,12,698,,144,0.19,0.26
5.00,Strongbow,BOTTLE,,cider,Strongbow Gold Apple Cider,27.99,12 pack,12,12oz,12,210,cider,144,0.19,0.26
5.00,Strongbow,BOTTLE,,cider,Strongbow Gold Apple Cider,55.99,24 pack,24,12oz,12,210,cider,288,0.19,0.26
6.40,Champion Brewing Company,CAN,,,Champion Brewing Company Wheeze the Juice IPA,2.99,1,1,12oz,12,698,,12,0.25,0.26
5.50,Southern Tier,KEG,,kegs,Southern Tier Live Keg,424.99,1,1,15.5gal,1984,210,kegs,1984,0.21,0.26
4.40,Yuengling,BOTTLE,lager,domestic,Yuengling Lager,24.68,12 pack,12,12oz,12,210,domestic,144,0.17,0.26
5.00,Stella Artois,BOTTLE,lager,imported,Stella Artois,13.09,6 pack,6,11.2oz,11.2,210,imported,67.2,0.19,0.26
4.40,Yuengling,BOTTLE,lager,domestic,Yuengling Lager,24.69,12 pack,12,12oz,12,536,domestic,144,0.17,0.26
4.70,Newcastle,BOTTLE,brown ale,imported,Newcastle Brown Ale,13.19,6 pack,6,12oz,12,809,imported,72,0.18,0.26
4.70,Founders Brewing Co.,BOTTLE,IPA,domestic,Founders All Day IPA,13.19,6 pack,6,12oz,12,809,domestic,72,0.18,0.26
4.70,Blue Point Brewing Company,BOTTLE,seasonal,domestic,Blue Point Seasonal Ale,13.19,6 pack,6,12oz,12,809,domestic,72,0.18,0.26
8.00,Love,CAN,,,Mayflower Brewing Company Love and Wrestling,4.99,1,1,16oz,16,698,,16,0.31,0.26
4.20,Bud Light,BOTTLE,light lager,domestic,Bud Light,11.79,6 pack,6,12oz,12,536,domestic,72,0.16,0.26
8.00,,CAN,IPA,imported,Lawson's Sunshine IPA,19.98,4 pack,4,16oz,16,536,imported,64,0.31,0.26
4.40,Yuengling,BOTTLE,lager,domestic,Yuengling Lager,49.46,24 pack,24,12oz,12,210,domestic,288,0.17,0.26
4.40,Yuengling,BOTTLE,lager,domestic,Yuengling Lager,49.47,24 pack,24,12oz,12,536,domestic,288,0.17,0.26
6.40,Troegs,BOTTLE,ale,domestic,Troegs Blizzard Of Hops,17.99,6 pack,6,12oz,12,536,domestic,72,0.25,0.26
8.00,,CAN,IPA,imported,Lawson's Sunshine IPA,19.99,4 pack,4,16oz,16,698,imported,64,0.31,0.26
8.00,,CAN,IPA,imported,Lawson's Sunshine IPA,19.99,4 pack,4,16oz,16,849,imported,64,0.31,0.26
4.80,,CAN,,,12 Gates Brewing Company Cherry Vanilla Wheat,53.99,24 pack,24,12oz,12,698,,288,0.19,0.26
7.40,Weihenstephaner,BOTTLE,,imported,Weihenstephaner Korbinan,4.89,1,1,16.9oz,16.9,849,imported,16.9,0.29,0.26
5.50,Cigar City,CAN,pale ale,domestic,Cigar City Guayabera Citra Pale Ale,30.98,12 pack,12,12oz,12,536,domestic,144,0.22,0.26
5.10,Magic Hat,BOTTLE,pale ale,domestic,Magic Hat #9,14.38,6 pack,6,12oz,12,536,domestic,72,0.20,0.26
5.00,Stella Artois,BOTTLE,lager,imported,Stella Artois,13.16,6 pack,6,11.2oz,11.2,536,imported,67.2,0.20,0.26
5.10,Full Sail,BOTTLE,lager,imported,Full Sail Session Lager,14.39,6 pack,6,12oz,12,210,imported,72,0.20,0.26
4.60,Peak Organic,CAN,pilsner,domestic,Peak Organic Fresh Cut,12.99,6 pack,6,12oz,12,849,domestic,72,0.18,0.25
5.00,Guinness,BOTTLE,porter and stout,imported,Guinness Extra Stout,13.18,6 pack,6,11.2oz,11.2,536,imported,67.2,0.20,0.25
5.10,Peroni,BOTTLE,ale,imported,Peroni Nastro Azzurro,26.89,12 pack,12,11.2oz,11.2,536,imported,134.4,0.20,0.25
6.00,Montauk,CAN,ale,domestic,Montauk Driftwood Ale,16.95,6 pack,6,12oz,12,536,domestic,72,0.24,0.25
5.20,SixPoint,CAN,ale,domestic,Sixpoint Sweet Action,14.69,6 pack,6,12oz,12,210,domestic,72,0.20,0.25
5.30,Greenport Harbor,BOTTLE,ale,domestic,Greenport Harbor Ale,14.98,6 pack,6,12oz,12,536,domestic,72,0.21,0.25
5.00,Guinness,BOTTLE,porter and stout,imported,Guinness Extra Stout,13.19,6 pack,6,11.2oz,11.2,809,imported,67.2,0.20,0.25
5.20,SixPoint,CAN,ale,domestic,Sixpoint Sweet Action,14.70,6 pack,6,12oz,12,536,domestic,72,0.20,0.25
4.00,Foster's,CAN,lager,imported,Foster's Lager,3.99,1,1,25.4oz,25.4,229,imported,25.4,0.16,0.25
5.30,Victory Brewing Company,CAN,pilsner,domestic,Victory Prima Pils,14.99,6 pack,6,12oz,12,229,domestic,72,0.21,0.25
5.30,Oskar Blues,CAN,pilsner,domestic,Oskar Blues Mama's Little Yella Pils,14.99,6 pack,6,12oz,12,210,domestic,72,0.21,0.25
5.30,Greenport Harbor,BOTTLE,ale,domestic,Greenport Harbor Ale,14.99,6 pack,6,12oz,12,809,domestic,72,0.21,0.25
5.30,Samuel Adams,BOTTLE,fruit,domestic,Samuel Adams Cherry Wheat,29.99,12 pack,12,12oz,12,210,domestic,144,0.21,0.25
5.30,Samuel Adams,BOTTLE,american pale ale,domestic,Samuel Adams Seasonal,29.99,12 pack,12,12oz,12,210,domestic,144,0.21,0.25
4.50,Stella Artois,BOTTLE,,cider,Stella Artois Cidre,50.93,24 pack,24,12oz,12,210,cider,288,0.18,0.25
5.30,Samuel Adams,BOTTLE,fruit,domestic,Samuel Adams Cherry Wheat,59.99,24 pack,24,12oz,12,210,domestic,288,0.21,0.25
5.30,Samuel Adams,BOTTLE,american pale ale,domestic,Samuel Adams Seasonal,59.99,24 pack,24,12oz,12,210,domestic,288,0.21,0.25
4.50,Stella Artois,BOTTLE,,cider,Stella Artois Cidre,50.94,24 pack,24,12oz,12,536,cider,288,0.18,0.25
4.20,Bud Light,CAN,light lager,domestic,Bud Light,11.89,6 pack,6,12oz,12,536,domestic,72,0.17,0.25
6.00,Montauk,CAN,ale,domestic,Montauk Driftwood Ale,16.99,6 pack,6,12oz,12,210,domestic,72,0.24,0.25
6.00,Dogfish Head,BOTTLE,IPA,domestic,Dogfish Head 60 Minute IPA,16.99,6 pack,6,12oz,12,229,domestic,72,0.24,0.25
6.00,Bell's Brewery,BOTTLE,,domestic,Bell's Kalamazoo Stout,16.99,6 pack,6,12oz,12,536,domestic,72,0.24,0.25
6.00,,CAN,,,Departed Soles Brewing Company GoodbIPA: Four My Homie (GF),16.99,6 pack,6,12oz,12,698,,72,0.24,0.25
6.00,Oskar Blues Brewing,CAN,fruit,domestic,Oskar Blues Brewery Rosé For Daze,16.99,6 pack,6,12oz,12,536,domestic,72,0.24,0.25
9.00,Allagash,BOTTLE,ale,domestic,Allagash Tripel,16.99,4 pack,4,12oz,12,849,domestic,48,0.35,0.25
5.60,Whale's Tale,BOTTLE,english pale ale,domestic,Cisco Whale's Tale Pale Ale,63.45,24 pack,24,12oz,12,210,domestic,288,0.22,0.25
5.60,Whale's Tale,BOTTLE,english pale ale,domestic,Cisco Whale's Tale Pale Ale,63.47,24 pack,24,12oz,12,536,domestic,288,0.22,0.25
5.20,SixPoint,CAN,ale,domestic,Sixpoint Sweet Action,58.94,24 pack,24,12oz,12,536,domestic,288,0.20,0.25
5.60,Sierra Nevada,BOTTLE,pale ale,domestic,Sierra Nevada Pale Ale,5.29,1,1,24oz,24,229,domestic,24,0.22,0.25
5.20,SixPoint,CAN,ale,domestic,Sixpoint Sweet Action,58.95,24 pack,24,12oz,12,210,domestic,288,0.20,0.25
6.20,Lagunitas,BOTTLE,IPA,domestic,Lagunitas IPA,5.39,1,1,22oz,22,809,domestic,22,0.25,0.25
4.20,Michelob ULTRA,BOTTLE,,domestic,Michelob Ultra,11.95,6 pack,6,12oz,12,210,domestic,72,0.17,0.25
4.50,Stella Artois,BOTTLE,,cider,Stella Artois Cidre,25.61,12 pack,12,12oz,12,210,cider,144,0.18,0.25
5.60,Flying Dog,BOTTLE,ale,domestic,Flying Dog Dead Rise Bottle,15.94,6 pack,6,12oz,12,536,domestic,72,0.22,0.25
4.50,Stella Artois,BOTTLE,,cider,Stella Artois Cidre,25.62,12 pack,12,12oz,12,536,cider,144,0.18,0.25
4.20,Michelob ULTRA,BOTTLE,,domestic,Michelob Ultra,11.96,6 pack,6,12oz,12,536,domestic,72,0.17,0.25
5.00,Ciderboys,BOTTLE,,cider,Ciderboys First Press,56.99,24 pack,24,12oz,12,210,cider,288,0.20,0.25
5.00,Ciderboys,BOTTLE,,cider,Ciderboys Cranberry Road,56.99,24 pack,24,12oz,12,210,cider,288,0.20,0.25
5.60,Whale's Tale,BOTTLE,english pale ale,domestic,Cisco Whale's Tale Pale Ale,15.97,6 pack,6,12oz,12,210,domestic,72,0.22,0.25
4.90,Hoegaarden,BOTTLE,,imported,Hoegaarden,13.98,6 pack,6,12oz,12,210,imported,72,0.19,0.25
4.70,Dos Equis,BOTTLE,,imported,Dos Equis Ambar,53.64,24 pack,24,12oz,12,210,imported,288,0.19,0.25
5.60,Whale's Tale,BOTTLE,english pale ale,domestic,Cisco Whale's Tale Pale Ale,15.98,6 pack,6,12oz,12,536,domestic,72,0.22,0.25
4.20,,CAN,,hard seltzer,Henry's Hard Sparkling Variety Pack,11.99,6 pack,6,12oz,12,536,hard seltzer,72,0.17,0.25
4.50,Smirnoff Ice,BOTTLE,,flavored,Smirnoff Sourced Pineapple Coconut,11.99,6 pack,6,11.2oz,11.2,536,flavored,67.2,0.18,0.25
4.90,Hoegaarden,BOTTLE,,imported,Hoegaarden,13.99,6 pack,6,12oz,12,849,imported,72,0.19,0.25
4.90,Hoegaarden,BOTTLE,,imported,Hoegaarden,13.99,6 pack,6,12oz,12,229,imported,72,0.19,0.25
5.60,Sierra Nevada,BOTTLE,pale ale,domestic,Sierra Nevada Pale Ale,15.99,6 pack,6,12oz,12,229,domestic,72,0.22,0.25
5.60,Sierra Nevada,BOTTLE,pale ale,domestic,Sierra Nevada Pale Ale,15.99,6 pack,6,12oz,12,229,domestic,72,0.22,0.25
5.60,Whale's Tale,BOTTLE,english pale ale,domestic,Cisco Whale's Tale Pale Ale,15.99,6 pack,6,12oz,12,229,domestic,72,0.22,0.25
7.00,Ballast Point,CAN,IPA,domestic,Ballast Point Sculpin IPA,19.99,6 pack,6,12oz,12,229,domestic,72,0.28,0.25
5.60,Bell's Brewery,BOTTLE,,domestic,Bell's Porter,31.99,12 pack,12,12oz,12,536,domestic,144,0.22,0.25
4.70,Dos Equis,BOTTLE,,imported,Dos Equis Ambar,26.85,12 pack,12,12oz,12,210,imported,144,0.19,0.25
5.40,SixPoint,CAN,lager,domestic,Sixpoint The Crisp,30.85,12 pack,12,12oz,12,210,domestic,144,0.21,0.25
7.00,Ballast Point,CAN,IPA,domestic,Ballast Point Sculpin IPA,79.99,24 pack,24,12oz,12,210,domestic,288,0.28,0.25
